"Stock Number","Population Name","Year","Abundance Quantity","Production Type","Calculation Type","Report Types"
3696,"Tilton River - early and late Coho salmon",2007,827,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2008,915,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2009,1306,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2010,979,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2011,2087,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2012,1444,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2013,2744,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2014,9070,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2015,1394,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2016,2667,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2017,2803,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2018,1336,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2005,5788,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2006,5486,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2007,3915,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2008,4749,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2009,5751,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2010,2905,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2011,7878,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2012,1687,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2013,8,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2014,6921,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2015,381,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2016,906,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2017,2621,"Natural","Expanded","SCoRE,SOS"
3694,"Upper Cowlitz River - early and late Coho salmon",2018,169,"Natural","Expanded","SCoRE,SOS"
3792,"Upper Gorge Tributaries - late Coho salmon",NA,NA,"Natural",NA,"SCoRE,SOS"
3780,"Washougal River - late Coho salmon",2010,480,"Natural","Expanded","SCoRE,SOS"
3780,"Washougal River - late Coho salmon",2011,546,"Natural","Expanded","SCoRE,SOS"
3780,"Washougal River - late Coho salmon",2012,542,"Natural","Expanded","SCoRE,SOS"
3780,"Washougal River - late Coho salmon",2013,543,"Natural","Expanded","SCoRE,SOS"
3780,"Washougal River - late Coho salmon",2014,302,"Natural","Expanded","SCoRE,SOS"
3780,"Washougal River - late Coho salmon",2015,114,"Natural","Expanded","SCoRE,SOS"
3780,"Washougal River - late Coho salmon",2016,189,"Natural","Expanded","SCoRE,SOS"
3780,"Washougal River - late Coho salmon",2017,214,"Natural","Expanded","SCoRE,SOS"
3780,"Washougal River - late Coho salmon",2018,188,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",1999,2649,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2000,5064,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2001,4315,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2002,3421,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2003,5075,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2004,1997,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2005,1908,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2006,2135,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2007,786,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2008,2389,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2009,4988,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2010,3220,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2011,2625,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2013,2859,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2014,5282,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2015,6846,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2016,13073,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2017,8659,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2018,5427,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2019,3375,"Natural","Expanded","SCoRE,SOS"
5500,"Ozette Lake - sockeye salmon",2020,2922,"Natural","Expanded","SCoRE,SOS"
9995,"Cispus River - winter Steelhead",NA,NA,"Natural",NA,"SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",1998,486,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",1999,198,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2000,530,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2001,384,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2002,298,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2003,460,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2004,722,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2005,370,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2006,372,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2007,384,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2008,722,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2009,602,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2010,528,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2011,408,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2012,256,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2013,622,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2014,496,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2015,940,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2016,886,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2017,294,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2018,474,"Natural","Expanded","SCoRE,SOS"
6707,"Coweeman River - winter Steelhead",2019,354,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",1998,141,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",1999,139,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2000,229,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2001,271,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2002,440,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2003,910,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2004,425,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2005,673,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2006,560,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2007,412,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2008,365,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2009,800,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2010,600,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2011,1036,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2012,1084,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2013,1059,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2014,617,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2015,843,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2016,824,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2017,739,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2018,617,"Natural","Expanded","SCoRE,SOS"
6763,"East Fork Lewis River - summer Steelhead",2019,367,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",1998,376,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",1999,442,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2001,377,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2002,292,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2003,532,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2004,1298,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2005,246,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2006,458,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2007,448,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2008,548,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2009,688,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2010,336,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2011,308,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2012,272,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2013,488,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2014,414,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2015,678,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2016,984,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2017,746,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2018,538,"Natural","Expanded","SCoRE,SOS"
6770,"East Fork Lewis River - winter Steelhead",2019,322,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",1998,182,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",1999,220,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2000,140,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2001,286,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2002,454,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2003,817,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2004,549,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2005,435,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2006,387,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2007,361,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2008,237,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2009,308,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2010,370,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2011,534,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2012,646,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2013,738,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2014,400,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2015,814,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2016,868,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2017,647,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2018,321,"Natural","Expanded","SCoRE,SOS"
6735,"Kalama River - summer Steelhead",2019,377,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",1998,472,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",1999,544,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2000,921,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2001,1042,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2002,1495,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2003,1815,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2004,2400,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2005,1982,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2006,1733,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2007,1011,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2008,742,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2009,1044,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2010,961,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2011,622,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2012,1061,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2013,811,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2014,948,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2015,1206,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2016,1203,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2017,686,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2018,594,"Natural","Expanded","SCoRE,SOS"
6742,"Kalama River - winter Steelhead",2019,153,"Natural","Expanded","SCoRE,SOS"
6701,"Lower Cowlitz River - winter Steelhead",NA,NA,"Natural",NA,"SCoRE,SOS"
6795,"Lower Gorge Tributaries - winter Steelhead",NA,NA,"Natural",NA,"SCoRE,SOS"
6756,"North Fork Lewis River - summer Steelhead",NA,NA,"Natural",NA,"SCoRE,SOS"
6749,"North Fork Lewis River - winter Steelhead",NA,NA,"Natural",NA,"SCoRE,SOS"
6714,"North Fork Toutle River - winter Steelhead",NA,NA,"Natural",NA,"SCoRE,SOS"
6777,"Salmon Creek - winter Steelhead",NA,NA,"Natural",NA,"SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",1998,374,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",1999,562,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2000,490,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2001,348,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2002,640,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2003,1510,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2004,1212,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2005,520,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2006,656,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2007,548,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2008,412,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2009,498,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2010,274,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2011,210,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2012,378,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2013,972,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2014,708,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2015,1340,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2016,1532,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2017,344,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2018,624,"Natural","Expanded","SCoRE,SOS"
6721,"South Fork Toutle River - winter Steelhead",2019,284,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",1999,93,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2000,141,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2001,191,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2002,314,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2003,318,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2004,343,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2005,389,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2006,97,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2007,111,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2008,72,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2009,140,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2010,179,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2011,209,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2012,284,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2013,445,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2014,292,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2015,363,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2016,364,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2017,155,"Natural","Expanded","SCoRE,SOS"
6704,"Tilton River - winter Steelhead",2018,166,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",1998,11,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",1999,52,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2000,215,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2001,295,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2002,766,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2003,523,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2004,296,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2005,280,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2006,544,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2007,622,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2008,517,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2009,513,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2010,614,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2011,627,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2012,580,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2013,343,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2014,24,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2015,151,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2016,120,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2017,216,"Natural","Expanded","SCoRE,SOS"
6702,"Upper Cowlitz River - winter Steelhead",2018,400,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2000,20,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2001,53,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2002,51,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2003,27,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2004,28,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2005,22,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2006,23,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2007,13,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2008,7,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2009,20,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2010,30,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2011,17,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2012,21,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2013,18,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2014,8,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2015,12,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2016,10,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2017,7,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2018,10,"Natural","Expanded","SCoRE,SOS"
6810,"Upper Gorge Tributaries - winter Steelhead",2019,8,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",1998,120,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",1999,135,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2000,140,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2001,184,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2002,404,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2003,607,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2005,608,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2006,636,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2007,681,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2008,755,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2009,433,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2010,787,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2012,842,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2014,544,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2015,783,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2016,624,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2017,567,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2018,876,"Natural","Expanded","SCoRE,SOS"
6784,"Washougal River - summer Steelhead",2019,456,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",1998,195,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",1999,294,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2001,216,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2002,286,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2003,764,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2004,1114,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2005,320,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2006,524,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2007,632,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2008,732,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2009,418,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2010,232,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2011,204,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2012,306,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2013,678,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2014,388,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2015,648,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2016,636,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2017,602,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2018,438,"Natural","Expanded","SCoRE,SOS"
6791,"Washougal River - winter Steelhead",2019,130,"Natural","Expanded","SCoRE,SOS"
6805,"Wind River - summer Steelhead",1998,320,"Natural","Expanded","SCoRE,SOS"
6805,"Wind River - summer Steelhead",1999,323,"Natural","Expanded","SCoRE,SOS"
6805,"Wind River - summer Steelhead",2000,218,"Natural","Expanded","SCoRE,SOS"
