ESU_DPS,MAJOR_POPULATION_GROUP,COMMON_POPULATION_NAME,SPECIES,RUN_TIMING,POPFIT,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2008,401,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2009,241,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2010,472,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2011,329,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2012,233,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2013,447,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2014,531,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2015,926,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2016,1563,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2017,672,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2018,974,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Puyallup River/Carbon River - winter Steelhead,steelhead,-,partial,-,2019,847,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Sequim/Discovery Bays Tributaries - winter Steelhead,steelhead,-,partial,-,2007,34,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Sequim/Discovery Bays Tributaries - winter Steelhead,steelhead,-,partial,-,2008,8,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Sequim/Discovery Bays Tributaries - winter Steelhead,steelhead,-,partial,-,2009,16,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Sequim/Discovery Bays Tributaries - winter Steelhead,steelhead,-,partial,-,2010,10,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Sequim/Discovery Bays Tributaries - winter Steelhead,steelhead,-,partial,-,2011,34,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Sequim/Discovery Bays Tributaries - winter Steelhead,steelhead,-,partial,-,2012,21,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Sequim/Discovery Bays Tributaries - winter Steelhead,steelhead,-,partial,-,2013,50,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Sequim/Discovery Bays Tributaries - winter Steelhead,steelhead,-,partial,-,2014,8,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Sequim/Discovery Bays Tributaries - winter Steelhead,steelhead,-,partial,-,2015,24,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Sequim/Discovery Bays Tributaries - winter Steelhead,steelhead,-,partial,-,2016,13,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Sequim/Discovery Bays Tributaries - winter Steelhead,steelhead,-,partial,-,2017,39,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2007,672,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2008,306,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2009,120,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2010,372,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2011,362,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2012,340,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2013,514,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2014,362,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2015,566,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2016,684,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2017,428,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2018,422,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Stillaguamish River - winter Steelhead,steelhead,-,partial,-,2019,390,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2007,63,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2008,49,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2009,63,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2010,193,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2011,100,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2012,147,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2013,163,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2014,171,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2015,99,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2016,58,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2017,32,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2018,45,1,-99,-99,-99,-99,-99,-99,-99,-99
Steelhead (Puget Sound DPS),-,Strait of Juan de Fuca Tributaries - winter Steelhead,steelhead,-,partial,-,2019,150,1,-99,-99,-99,-99,-99,-99,-99,-99
