"SASISTOCKNUM","SASISTOCKNAME","COMMONNAME","RUN","RECOVERYDOMAIN","ESU_DPS","MAJORPOPGROUP","POPID","ESAPOPNAME","COMMONPOPNAME","POPFIT","POPFITNOTES","ESTIMATETYPE","WATERBODY","SPAWNINGYEAR","METHODNUMBER","BESTVALUE","nosaij","nosaijlowerlimit","nosaijupperlimit","nosaijalpha","nosaej","nosaejlowerlimit","nosaejupperlimit","nosaejalpha","phosij","phosijlowerlimit","phosijupperlimit","phosijalpha","phosej","phosejlowerlimit","phosejupperlimit","phosejalpha","tsaij","tsaijlowerlimit","tsaijupperlimit","tsaijalpha","tsaej","tsaejlowerlimit","tsaejupperlimit","tsaejalpha","Age2Prop","Age2PropLowerLimit","Age2PropUpperLimit","Age3Prop","Age3PropLowerLimit","Age3PropUpperLimit","Age4Prop","Age4PropLowerLimit","Age4PropUpperLimit","Age5Prop","Age5PropLowerLimit","Age5PropUpperLimit","Age6Prop","Age6PropLowerLimit","Age6PropUpperLimit","Age7Prop","Age7PropLowerLimit","Age7PropUpperLimit","Age8Prop","Age8PropLowerLimit","Age8PropUpperLimit","Age9Prop","Age9PropLowerLimit","Age9PropUpperLimit","Age10Prop","Age10PropLowerLimit","Age10PropUpperLimit","Age11PlusProp","Age11PlusPropLowerLimit","Age11PlusPropUpperLimit","AgePropAlpha","OTHERDATASOURCES","COMMENTS","DATASTATUS"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1990,3,"Yes","281",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"316",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1991,3,"Yes","99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"127",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1992,3,"Yes","128",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1993,3,"Yes","329",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"374",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1994,4,"Yes","72",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"76",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.026",NULL,NULL,"0.658",NULL,NULL,"0.316",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1994,1,"Yes","82",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"82",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1995,4,"Yes","22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.025",NULL,NULL,"0.603",NULL,NULL,"0.371",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1995,1,"Yes","31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1996,1,"Yes","38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.000",NULL,NULL,"1.000",NULL,NULL,"0.000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1996,4,"Yes","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.026",NULL,NULL,"0.616",NULL,NULL,"0.357",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1997,4,"Yes","68",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"82",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.852",NULL,NULL,"0.147",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1997,1,"Yes","67",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"89",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.000",NULL,NULL,"1.000",NULL,NULL,"0.000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1998,1,"Yes","58",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"58",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.000",NULL,NULL,"0.571",NULL,NULL,"0.429",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1998,4,"Yes","42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.054",NULL,NULL,"0.945",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1999,1,"Yes","65",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"65",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",1999,4,"Yes","29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.015",NULL,NULL,"0.556",NULL,NULL,"0.427",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2000,1,"Yes","61",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"175",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.000",NULL,NULL,"0.875",NULL,NULL,"0.125",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2000,4,"Yes","73",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"197",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.035",NULL,NULL,"0.949",NULL,NULL,"0.014",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2001,4,"Yes","226",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"323",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.004",NULL,NULL,"0.918",NULL,NULL,"0.076",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2001,1,"Yes","338",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"485",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.000",NULL,NULL,"0.824",NULL,NULL,"0.176",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2002,1,"Yes","184",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"269",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.000",NULL,NULL,"0.548",NULL,NULL,"0.452",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2002,4,"Yes","152",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"230",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.658",NULL,NULL,"0.341",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2003,4,"Yes","199",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"262",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.068",NULL,NULL,"0.043",NULL,NULL,"0.887",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2003,1,"Yes","183",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"259",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.036",NULL,NULL,"0.179",NULL,NULL,"0.786",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2004,1,"Yes","156",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"302",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.000",NULL,NULL,"0.929",NULL,NULL,"0.071",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2004,4,"Yes","142",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"449",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.014",NULL,NULL,"0.976",NULL,NULL,"0.009",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2005,4,"Yes","161",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"263",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.007",NULL,NULL,"0.755",NULL,NULL,"0.236",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2005,1,"Yes","189",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.050",NULL,NULL,"0.800",NULL,NULL,"0.150",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2006,1,"Yes","107",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"254",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.069",NULL,NULL,"0.724",NULL,NULL,"0.207",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2006,4,"Yes","109",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"188",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.006",NULL,NULL,"0.622",NULL,NULL,"0.370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2007,1,"Yes","118",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"245",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.176",NULL,NULL,"0.471",NULL,NULL,"0.353",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Final"
"1808 ","Entiat Spring Chinook","Chinook salmon","Spring","Interior Columbia","Salmon, Chinook (Upper Columbia River spring-run ESU)","Upper Columbia / East Slope Cascades","45","Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Same",NULL,"NOSA","Entiat River",2007,4,"Yes","105",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"468",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.019",NULL,NULL,"0.611",NULL,NULL,"0.369",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,"Reviewed"
